County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Chenango,Chenango County Park PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Chenango,Chenango County Sheriff,2016,12,341,22,0,8,0,14,319,69,248,2,Non-New York City
Chenango,Chenango County State Police,2016,12,251,52,0,30,1,21,199,61,131,7,Non-New York City
Chenango,County Total,2016,,966,99,0,51,7,41,867,172,685,10,Non-New York City
Chenango,Greene Vg PD,2016,12,15,0,0,0,0,0,15,1,14,0,Non-New York City
Chenango,New Berlin Town PD,2016,12,22,1,0,0,0,1,21,2,19,0,Non-New York City
Chenango,Norwich City PD,2016,12,275,24,0,13,6,5,251,30,220,1,Non-New York City
Chenango,Oxford Vg PD,2016,12,30,0,0,0,0,0,30,3,27,0,Non-New York City
Chenango,Sherburne Vg PD,2016,12,21,0,0,0,0,0,21,3,18,0,Non-New York City
Clinton,Clinton County Park PD,2016,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Clinton,Clinton County Sheriff,2016,12,21,8,0,0,0,8,13,2,11,0,Non-New York City
Clinton,Clinton County State Police,2016,12,887,84,0,53,2,29,803,148,639,16,Non-New York City
Clinton,County Total,2016,,1395,135,0,67,4,64,1260,201,1040,19,Non-New York City
Clinton,Plattsburgh City PD,2016,12,418,37,0,10,2,25,381,44,334,3,Non-New York City
Clinton,Rouses Point Vg PD,2016,12,14,2,0,0,0,2,12,4,8,0,Non-New York City
Clinton,SUNY Police - Plattsburgh,2016,12,51,4,0,4,0,0,47,3,44,0,Non-New York City
Columbia,Chatham Vg PD,2016,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Columbia,Columbia County Park PD,2016,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Columbia,Columbia County Sheriff,2016,12,309,19,0,4,1,14,290,80,205,5,Non-New York City
Columbia,Columbia County State Police,2016,12,201,58,0,29,3,26,143,36,105,2,Non-New York City
Columbia,County Total,2016,,834,100,0,40,6,54,734,134,589,11,Non-New York City
Columbia,Germantown Town PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Columbia,Greenport Town PD,2016,12,130,0,0,0,0,0,130,4,126,0,Non-New York City
Columbia,Hudson City PD,2016,12,184,23,0,7,2,14,161,13,144,4,Non-New York City
Columbia,Philmont Vg PD,2016,4,2,0,0,0,0,0,2,1,1,0,Non-New York City
Cortland,Cortland City PD,2016,12,364,17,0,4,0,13,347,78,264,5,Non-New York City
Cortland,Cortland County Sheriff,2016,12,253,7,0,4,2,1,246,43,203,0,Non-New York City
Cortland,Cortland County State Police,2016,12,110,13,0,9,0,4,97,17,78,2,Non-New York City
Cortland,County Total,2016,,820,43,1,19,2,21,777,154,616,7,Non-New York City
Cortland,Homer Vg PD,2016,12,28,5,1,1,0,3,23,9,14,0,Non-New York City
Cortland,SUNY Police - Cortland,2016,12,65,1,0,1,0,0,64,7,57,0,Non-New York City
Delaware,Beerston PCT (NYC-DEPP),2016,12,8,0,0,0,0,0,8,0,8,0,Non-New York City
Delaware,Colchester Town PD,2016,12,21,9,0,4,0,5,12,4,8,0,Non-New York City
Delaware,County Total,2016,,671,98,0,43,5,50,573,140,422,11,Non-New York City
Delaware,Delaware County Sheriff,2016,12,139,29,0,22,3,4,110,31,73,6,Non-New York City
Delaware,Delaware County State Police,2016,12,207,33,0,13,1,19,174,53,120,1,Non-New York City
Delaware,Delhi Vg PD,2016,12,36,2,0,0,0,2,34,12,21,1,Non-New York City
Delaware,Hancock Vg PD,2016,12,17,2,0,0,0,2,15,4,11,0,Non-New York City
Delaware,Sidney Vg PD,2016,12,110,13,0,1,0,12,97,13,82,2,Non-New York City
Delaware,SUNY Police - Delhi,2016,12,60,1,0,0,1,0,59,9,50,0,Non-New York City
Delaware,Walton Vg PD,2016,12,73,9,0,3,0,6,64,14,49,1,Non-New York City
Dutchess,Beacon City PD,2016,12,287,44,1,5,13,25,243,23,214,6,Non-New York City
Dutchess,County Total,2016,,4114,565,4,110,114,337,3549,481,2990,78,Non-New York City
Dutchess,Dutchess County MTA,2016,12,14,1,0,0,1,0,13,0,13,0,Non-New York City
Dutchess,Dutchess County Park PD,2016,12,8,0,0,0,0,0,8,2,6,0,Non-New York City
Dutchess,Dutchess County Sheriff,2016,12,531,35,0,17,2,16,496,112,378,6,Non-New York City
Dutchess,Dutchess County State Police,2016,12,635,166,0,52,9,105,469,83,372,14,Non-New York City
Dutchess,East Fishkill Town PD,2016,12,183,13,0,3,0,10,170,11,149,10,Non-New York City
Dutchess,Fishkill Town PD,2016,12,204,10,0,0,5,5,194,21,167,6,Non-New York City
Dutchess,Fishkill Vg PD,2016,12,50,1,0,0,0,1,49,0,49,0,Non-New York City
Dutchess,Hyde Park Town PD,2016,12,122,9,0,1,3,5,113,18,94,1,Non-New York City
Dutchess,Millerton Vg PD,2016,12,16,1,0,0,1,0,15,10,4,1,Non-New York City
Dutchess,Poughkeepsie City PD,2016,12,833,234,3,23,60,148,599,129,442,28,Non-New York City
Dutchess,Poughkeepsie Town PD,2016,12,1085,40,0,9,18,13,1045,59,980,6,Non-New York City
Dutchess,Red Hook Vg PD,2016,12,45,3,0,0,0,3,42,5,37,0,Non-New York City
Dutchess,Rhinebeck Vg PD,2016,12,40,6,0,0,1,5,34,3,31,0,Non-New York City
Dutchess,Wappingers Falls Vg PD,2016,12,61,2,0,0,1,1,59,5,54,0,Non-New York City
Erie,Akron Vg PD,2016,12,8,0,0,0,0,0,8,1,6,1,Non-New York City
Erie,Amherst Town PD,2016,12,2165,99,1,9,38,51,2066,183,1842,41,Non-New York City
Erie,Brant Town PD,2016,12,18,1,0,0,0,1,17,4,11,2,Non-New York City
Erie,Buffalo City PD,2016,12,13456,2857,44,153,1049,1611,10599,2631,7133,835,Non-New York City
Erie,Cheektowaga Town PD,2016,12,2704,181,2,22,68,89,2523,280,2128,115,Non-New York City
Erie,County Total,2016,,25818,3792,51,305,1288,2148,22026,4154,16692,1180,Non-New York City
Erie,Depew Vg PD,2016,12,328,16,0,1,1,14,312,52,254,6,Non-New York City
Erie,East Aurora-Town Of Aurora PD,2016,12,120,2,0,1,0,1,118,11,105,2,Non-New York City
Erie,Eden Town PD,2016,12,43,0,0,0,0,0,43,8,33,2,Non-New York City
Erie,Erie County Park PD,2016,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Erie,Erie County Sheriff,2016,12,833,71,0,0,12,59,762,141,600,21,Non-New York City
Erie,Erie County State Police,2016,12,337,44,1,23,1,19,293,28,257,8,Non-New York City
Erie,Evans Town PD,2016,12,254,36,0,10,5,21,218,30,180,8,Non-New York City
Erie,Gowanda Vg PD,2016,12,81,3,0,0,0,3,78,12,63,3,Non-New York City
Erie,Hamburg Town PD,2016,12,962,34,0,0,11,23,928,90,814,24,Non-New York City
Erie,Hamburg Vg PD,2016,12,119,17,0,5,1,11,102,17,83,2,Non-New York City
Erie,Kenmore Vg PD,2016,12,276,29,0,0,11,18,247,40,202,5,Non-New York City
Erie,Lackawanna City PD,2016,12,543,98,1,18,18,61,445,99,316,30,Non-New York City
Erie,Lancaster Town PD,2016,12,462,19,0,8,2,9,443,48,384,11,Non-New York City
Erie,Orchard Park Town PD,2016,12,363,20,1,7,1,11,343,41,297,5,Non-New York City
Erie,SUNY Police - Buffalo,2016,12,278,10,0,3,3,4,268,23,243,2,Non-New York City
Erie,SUNY Police - Buffalo State College,2016,12,173,18,0,15,2,1,155,12,143,0,Non-New York City
Erie,Tonawanda City PD,2016,12,396,41,0,10,14,17,355,51,300,4,Non-New York City
Erie,Tonawanda Town PD,2016,12,1241,133,1,9,37,86,1108,238,832,38,Non-New York City
Erie,West Seneca Town PD,2016,12,655,63,0,11,14,38,592,114,463,15,Non-New York City
Essex,County Total,2016,,395,57,0,22,1,34,338,99,231,8,Non-New York City
Essex,Essex County Sheriff,2016,12,7,0,0,0,0,0,7,0,7,0,Non-New York City
Essex,Essex County State Police,2016,12,282,39,0,20,1,18,243,73,166,4,Non-New York City
Essex,Lake Placid Vg PD,2016,12,32,4,0,2,0,2,28,9,15,4,Non-New York City
Essex,Moriah Town PD,2016,12,8,6,0,0,0,6,2,0,2,0,Non-New York City
Essex,Ticonderoga Town PD,2016,12,66,8,0,0,0,8,58,17,41,0,Non-New York City
Franklin,County Total,2016,,706,108,0,59,3,46,598,97,489,12,Non-New York City
Franklin,Franklin County State Police,2016,12,337,59,0,43,1,15,278,59,211,8,Non-New York City
Franklin,Malone Vg PD,2016,12,196,30,0,12,1,17,166,23,143,0,Non-New York City
Franklin,Saranac Lake Vg PD,2016,12,88,13,0,1,0,12,75,7,67,1,Non-New York City
Franklin,Tupper Lake Vg PD,2016,12,85,6,0,3,1,2,79,8,68,3,Non-New York City
Fulton,County Total,2016,,1181,149,1,59,13,76,1032,154,856,22,Non-New York City
Fulton,Fulton County Sheriff,2016,12,367,22,0,6,0,16,345,51,283,11,Non-New York City
Fulton,Fulton County State Police,2016,12,101,29,0,20,2,7,72,12,59,1,Non-New York City
Fulton,Gloversville City PD,2016,12,538,93,1,32,11,49,445,77,359,9,Non-New York City
Fulton,Johnstown City PD,2016,12,171,5,0,1,0,4,166,14,151,1,Non-New York City
Fulton,Northville Vg PD,2016,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Genesee,Batavia City PD,2016,12,582,70,0,11,14,45,512,87,413,12,Non-New York City
Genesee,County Total,2016,,1263,127,0,37,20,70,1136,204,881,51,Non-New York City
Genesee,Genesee County Sheriff,2016,12,469,39,0,16,5,18,430,74,322,34,Non-New York City
Genesee,Genesee County State Police,2016,12,151,14,0,9,1,4,137,25,107,5,Non-New York City
Genesee,LeRoy Vg PD,2016,12,61,4,0,1,0,3,57,18,39,0,Non-New York City
Greene,Cairo Town PD,2016,12,16,2,0,0,0,2,14,2,12,0,Non-New York City
Greene,Catskill Vg PD,2016,12,89,8,0,2,1,5,81,9,72,0,Non-New York City
Greene,County Total,2016,,546,104,0,32,3,69,442,116,315,11,Non-New York City
Greene,Coxsackie Vg PD,2016,12,11,5,0,1,0,4,6,1,5,0,Non-New York City
Greene,Durham Town PD,2016,12,7,0,0,0,0,0,7,4,3,0,Non-New York City
Greene,Greene County Sheriff,2016,12,29,7,0,0,0,7,22,6,16,0,Non-New York City
Greene,Greene County State Police,2016,12,370,82,0,29,2,51,288,90,187,11,Non-New York City
Greene,Hunter Town PD,2016,12,15,0,0,0,0,0,15,3,12,0,Non-New York City
Greene,Windham Town PD,2016,12,9,0,0,0,0,0,9,1,8,0,Non-New York City
Hamilton,County Total,2016,,54,5,0,2,0,3,49,16,32,1,Non-New York City
Hamilton,Hamilton County Sheriff,2016,12,5,3,0,1,0,2,2,0,2,0,Non-New York City
Hamilton,Hamilton County State Police,2016,12,41,2,0,1,0,1,39,15,23,1,Non-New York City
Hamilton,Inlet Town PD,2016,12,8,0,0,0,0,0,8,1,7,0,Non-New York City
Herkimer,County Total,2016,,1062,121,0,31,11,79,941,151,769,21,Non-New York City
Herkimer,Dolgeville Vg PD,2016,12,21,2,0,0,0,2,19,2,17,0,Non-New York City
Herkimer,Frankfort Town PD,2016,12,25,3,0,0,0,3,22,5,16,1,Non-New York City
Herkimer,Frankfort Vg PD,2016,12,15,1,0,0,1,0,14,2,12,0,Non-New York City
Herkimer,Herkimer County Sheriff,2016,12,2,2,0,0,0,2,0,0,0,0,Non-New York City
Herkimer,Herkimer County State Police,2016,12,285,28,0,15,1,12,257,82,160,15,Non-New York City
Herkimer,Herkimer Vg PD,2016,12,386,54,0,11,5,38,332,29,303,0,Non-New York City
Herkimer,Ilion Vg PD,2016,12,175,14,0,1,3,10,161,14,145,2,Non-New York City
Herkimer,Little Falls City PD,2016,12,148,17,0,4,1,12,131,16,112,3,Non-New York City
Herkimer,Webb Town PD,2016,12,5,0,0,0,0,0,5,1,4,0,Non-New York City
Jefferson,Adams Vg PD,2016,12,4,0,0,0,0,0,4,0,3,1,Non-New York City
Jefferson,Alexandria Bay Vg PD,2016,12,11,1,0,0,0,1,10,0,10,0,Non-New York City
Jefferson,Black River Vg PD,2016,12,5,0,0,0,0,0,5,3,2,0,Non-New York City
Jefferson,Brownville Vg PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Jefferson,Cape Vincent Vg PD,2016,12,6,1,0,0,0,1,5,0,5,0,Non-New York City
Jefferson,Carthage Vg PD,2016,12,44,2,0,1,0,1,42,2,40,0,Non-New York City
Jefferson,Clayton Vg PD,2016,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Jefferson,County Total,2016,,2379,281,2,92,17,170,2098,351,1698,49,Non-New York City
Jefferson,Dexter Vg PD,2016,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Jefferson,Glen Park Vg PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Jefferson,Jefferson County Park PD,2016,12,17,0,0,0,0,0,17,1,16,0,Non-New York City
Jefferson,Jefferson County Sheriff,2016,12,310,38,0,15,1,22,272,48,218,6,Non-New York City
Jefferson,Jefferson County State Police,2016,12,607,58,1,35,1,21,549,100,432,17,Non-New York City
Jefferson,Sackets Harbor Vg PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Jefferson,Watertown City PD,2016,12,1352,181,1,41,15,124,1171,194,953,24,Non-New York City
Jefferson,West Carthage Vg PD,2016,12,8,0,0,0,0,0,8,2,5,1,Non-New York City
Kings,County Total,2016,12,50802,15523,128,678,4907,9810,35279,3832,29366,2081,New York City
Lewis,County Total,2016,,236,30,1,20,0,9,206,72,130,4,Non-New York City
Lewis,Lewis County Sheriff,2016,12,72,4,1,1,0,2,68,28,39,1,Non-New York City
Lewis,Lewis County State Police,2016,12,126,20,0,16,0,4,106,37,68,1,Non-New York City
Lewis,Lowville Vg PD,2016,12,38,6,0,3,0,3,32,7,23,2,Non-New York City
Livingston,Avon Vg PD,2016,12,12,4,0,0,0,4,8,0,8,0,Non-New York City
Livingston,Caledonia Vg PD,2016,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Livingston,County Total,2016,,886,91,4,25,8,54,795,120,652,23,Non-New York City
Livingston,Dansville Vg PD,2016,12,101,6,0,1,3,2,95,10,84,1,Non-New York City
Livingston,Geneseo Vg PD,2016,12,178,7,2,1,3,1,171,33,138,0,Non-New York City
Livingston,Livingston County Park PD,2016,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Livingston,Livingston County Sheriff,2016,12,344,31,1,10,0,20,313,48,250,15,Non-New York City
Livingston,Livingston County State Police,2016,12,56,24,1,8,1,14,32,7,22,3,Non-New York City
Livingston,Mount Morris Vg PD,2016,12,88,12,0,2,1,9,76,11,61,4,Non-New York City
Livingston,Nunda Town and Vg PD,2016,12,21,6,0,2,0,4,15,2,13,0,Non-New York City
Livingston,SUNY Police - Geneseo,2016,12,82,1,0,1,0,0,81,9,72,0,Non-New York City
Madison,Canastota Vg PD,2016,12,84,9,0,4,1,4,75,8,62,5,Non-New York City
Madison,Cazenovia Vg PD,2016,12,27,5,0,1,0,4,22,5,17,0,Non-New York City
Madison,Chittenango Vg PD,2016,12,14,2,0,0,1,1,12,3,9,0,Non-New York City
Madison,County Total,2016,,1027,122,1,59,11,51,905,141,729,35,Non-New York City
Madison,Hamilton Vg PD,2016,12,14,1,0,0,0,1,13,1,12,0,Non-New York City
Madison,Madison County Park PD,2016,12,3,0,0,0,0,0,3,0,3,0,Non-New York City
Madison,Madison County Sheriff,2016,12,132,16,0,9,0,7,116,24,81,11,Non-New York City
Madison,Madison County State Police,2016,12,240,40,0,30,2,8,200,43,147,10,Non-New York City
Madison,Oneida City PD,2016,12,482,44,1,12,7,24,438,54,375,9,Non-New York City
Madison,SUNY Police - Morrisville,2016,12,31,5,0,3,0,2,26,3,23,0,Non-New York City
Monroe,Brighton Town PD,2016,12,825,28,0,13,8,7,797,84,693,20,Non-New York City
Monroe,Brockport Vg PD,2016,12,131,10,0,1,5,4,121,29,89,3,Non-New York City
Monroe,County Total,2016,,18762,2481,45,268,852,1316,16281,2580,12735,966,Non-New York City
Monroe,East Rochester Vg PD,2016,12,126,10,0,2,5,3,116,28,86,2,Non-New York City
Monroe,Fairport Vg PD,2016,12,51,4,0,0,0,4,47,4,43,0,Non-New York City
Monroe,Gates Town PD,2016,12,988,73,0,10,22,41,915,100,765,50,Non-New York City
Monroe,Greece Town PD,2016,12,2299,191,0,20,59,112,2108,253,1778,77,Non-New York City
Monroe,Irondequoit Town PD,2016,12,903,82,0,8,37,37,821,126,656,39,Non-New York City
Monroe,Monroe County Park PD,2016,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Monroe,Monroe County Sheriff,2016,12,2889,185,1,39,36,109,2704,383,2234,87,Non-New York City
Monroe,Monroe County State Police,2016,12,74,16,0,10,1,5,58,1,52,5,Non-New York City
Monroe,Ogden Town PD,2016,12,292,10,0,1,0,9,282,37,239,6,Non-New York City
Monroe,Rochester City PD,2016,12,9658,1845,44,161,670,970,7813,1475,5673,665,Non-New York City
Monroe,SUNY Police - Brockport,2016,12,53,2,0,1,1,0,51,7,44,0,Non-New York City
Monroe,Webster Town and Vg PD,2016,12,470,25,0,2,8,15,445,52,381,12,Non-New York City
Montgomery,Amsterdam City PD,2016,12,347,23,1,9,9,4,324,68,247,9,Non-New York City
Montgomery,Canajoharie Vg PD,2016,12,29,7,0,3,1,3,22,5,15,2,Non-New York City
Montgomery,County Total,2016,,1023,83,1,29,14,39,940,152,770,18,Non-New York City
Montgomery,Fort Plain Vg PD,2016,12,83,16,0,4,0,12,67,9,57,1,Non-New York City
Montgomery,Montgomery County Sheriff,2016,12,413,22,0,5,3,14,391,46,343,2,Non-New York City
Montgomery,Montgomery County State Police,2016,12,125,12,0,7,0,5,113,19,91,3,Non-New York City
Montgomery,St Johnsville Vg PD,2016,12,26,3,0,1,1,1,23,5,17,1,Non-New York City
Nassau,Centre Island Vg PD,2016,12,1,0,0,0,0,0,1,0,0,1,Non-New York City
Nassau,County Total,2016,,15275,1826,20,62,734,1010,13449,1483,11275,691,Non-New York City
Nassau,Floral Park Vg PD,2016,12,71,12,0,0,5,7,59,13,42,4,Non-New York City
Nassau,Freeport Vg PD,2016,12,803,106,1,2,43,60,697,70,592,35,Non-New York City
Nassau,Garden City Vg PD,2016,12,201,8,0,0,5,3,193,19,168,6,Non-New York City
Nassau,Glen Cove City PD,2016,12,126,17,1,3,8,5,109,15,86,8,Non-New York City
Nassau,Great Neck Estates Vg PD,2016,12,5,0,0,0,0,0,5,1,4,0,Non-New York City
Nassau,Hempstead Vg PD,2016,12,1125,400,6,5,149,240,725,131,459,135,Non-New York City
Nassau,Kensington Vg PD,2016,12,3,0,0,0,0,0,3,0,2,1,Non-New York City
Nassau,Kings Point Vg PD,2016,12,14,3,0,0,0,3,11,1,8,2,Non-New York City
Nassau,Lake Success Vg PD,2016,12,16,2,0,0,2,0,14,7,7,0,Non-New York City
Nassau,Long Beach City PD,2016,12,305,23,0,0,3,20,282,22,246,14,Non-New York City
Nassau,Lynbrook Vg PD,2016,12,144,24,0,2,10,12,120,13,99,8,Non-New York City
Nassau,Malverne Vg PD,2016,12,32,4,0,0,3,1,28,8,20,0,Non-New York City
Nassau,Nassau County MTA,2016,12,62,10,0,0,7,3,52,2,50,0,Non-New York City
Nassau,Nassau County Park PD,2016,12,68,7,0,0,2,5,61,2,59,0,Non-New York City
Nassau,Nassau County PD,2016,12,11827,1167,12,48,478,629,10660,1144,9054,462,Non-New York City
Nassau,Nassau County State Police,2016,12,11,6,0,0,0,6,5,0,3,2,Non-New York City
Nassau,Old Brookville Vg PD,2016,12,30,1,0,0,0,1,29,2,25,2,Non-New York City
Nassau,Old Westbury Vg PD,2016,12,25,0,0,0,0,0,25,4,20,1,Non-New York City
Nassau,Oyster Bay Cove Vg PD,2016,12,11,1,0,0,0,1,10,3,6,1,Non-New York City
Nassau,Port Washington Police District,2016,12,102,7,0,0,6,1,95,9,85,1,Non-New York City
Nassau,Rockville Centre Vg PD,2016,12,249,25,0,0,13,12,224,14,202,8,Non-New York City
Nassau,Sands Point Vg PD,2016,12,16,0,0,0,0,0,16,2,14,0,Non-New York City
Nassau,SUNY Police - Old Westbury,2016,10,28,3,0,2,0,1,25,1,24,0,Non-New York City
New York,County Total,2016,12,46653,8839,41,494,2929,5375,37814,2206,34867,741,New York City
Niagara,County Total,2016,,6142,848,4,68,279,497,5294,1061,3912,321,Non-New York City
Niagara,Lewiston Town PD,2016,12,161,6,0,2,0,4,155,24,119,12,Non-New York City
Niagara,Lockport City PD,2016,12,754,95,0,1,25,69,659,129,508,22,Non-New York City
Niagara,Middleport Vg PD,2016,12,25,0,0,0,0,0,25,1,24,0,Non-New York City
Niagara,Niagara County Park PD,2016,12,49,8,0,0,7,1,41,2,39,0,Non-New York City
Niagara,Niagara County Sheriff,2016,12,896,72,0,17,21,34,824,166,611,47,Non-New York City
Niagara,Niagara County State Police,2016,12,257,29,0,16,4,9,228,39,180,9,Non-New York City
Niagara,Niagara Falls City PD,2016,12,2968,565,3,14,199,349,2403,551,1666,186,Non-New York City
Niagara,Niagara Town PD,2016,12,413,18,0,1,11,6,395,32,355,8,Non-New York City
Niagara,North Tonawanda City PD,2016,12,609,55,1,17,12,25,554,115,403,36,Non-New York City
Niagara,Youngstown Vg PD,2016,12,10,0,0,0,0,0,10,2,7,1,Non-New York City
Oneida,Boonville Vg PD,2016,12,4,1,0,0,0,1,3,1,2,0,Non-New York City
Oneida,Camden Vg PD,2016,12,44,1,0,0,0,1,43,6,37,0,Non-New York City
Oneida,County Total,2016,,5232,660,4,159,141,356,4572,854,3565,153,Non-New York City
Oneida,Kirkland Town PD,2016,12,28,2,0,0,0,2,26,2,24,0,Non-New York City
Oneida,New Hartford Town and Vg PD,2016,12,673,16,0,2,6,8,657,53,599,5,Non-New York City
Oneida,New York Mills Vg PD,2016,12,36,1,0,0,0,1,35,4,30,1,Non-New York City
Oneida,Oneida County Park PD,2016,12,8,0,0,0,0,0,8,0,8,0,Non-New York City
Oneida,Oneida County Sheriff,2016,12,413,71,0,45,1,25,342,96,229,17,Non-New York City
Oneida,Oneida County State Police,2016,12,566,117,1,51,3,62,449,108,319,22,Non-New York City
Oneida,Oriskany Vg PD,2016,12,10,0,0,0,0,0,10,3,7,0,Non-New York City
Oneida,Rome City PD,2016,12,671,52,0,13,14,25,619,128,463,28,Non-New York City
Oneida,Sherrill City PD,2016,12,8,2,0,0,0,2,6,1,4,1,Non-New York City
Oneida,SUNY Police - Polytechnic Institute,2016,12,9,2,0,1,0,1,7,0,7,0,Non-New York City
Oneida,Utica City PD,2016,12,2652,387,3,46,115,223,2265,435,1751,79,Non-New York City
Oneida,Vernon Vg PD,2016,12,18,2,0,1,0,1,16,2,14,0,Non-New York City
Oneida,Whitesboro Vg PD,2016,12,36,1,0,0,1,0,35,8,27,0,Non-New York City
Oneida,Whitestown Town PD,2016,12,27,0,0,0,0,0,27,4,23,0,Non-New York City
Oneida,Yorkville Vg PD,2016,12,29,5,0,0,1,4,24,3,21,0,Non-New York City
Onondaga,Baldwinsville Vg PD,2016,12,92,1,0,0,0,1,91,13,78,0,Non-New York City
Onondaga,Camillus Town and Vg PD,2016,12,431,12,0,6,1,5,419,20,391,8,Non-New York City
Onondaga,Cicero Town PD,2016,12,299,9,0,0,2,7,290,38,248,4,Non-New York City
Onondaga,County Total,2016,,11116,1415,34,156,398,827,9701,1684,7505,512,Non-New York City
Onondaga,DeWitt Town PD,2016,12,842,40,0,5,13,22,802,72,697,33,Non-New York City
Onondaga,Geddes Town PD,2016,12,224,6,0,0,3,3,218,18,195,5,Non-New York City
Onondaga,Jordan Vg PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Onondaga,Liverpool Vg PD,2016,12,12,0,0,0,0,0,12,3,9,0,Non-New York City
Onondaga,Manlius Town PD,2016,12,377,18,0,4,2,12,359,44,304,11,Non-New York City
Onondaga,Marcellus Vg PD,2016,12,7,0,0,0,0,0,7,1,6,0,Non-New York City
Onondaga,North Syracuse Vg PD,2016,12,74,2,0,0,2,0,72,9,60,3,Non-New York City
Onondaga,Onondaga County Park PD,2016,12,11,0,0,0,0,0,11,1,10,0,Non-New York City
Onondaga,Onondaga County Park Rangers,2016,12,59,0,0,0,0,0,59,0,59,0,Non-New York City
Onondaga,Onondaga County Sheriff,2016,12,1970,187,4,42,34,107,1783,306,1409,68,Non-New York City
Onondaga,Onondaga County State Police,2016,12,724,52,0,28,4,20,672,104,538,30,Non-New York City
Onondaga,Skaneateles Vg PD,2016,12,41,1,0,0,1,0,40,2,38,0,Non-New York City
Onondaga,Solvay Vg PD,2016,12,136,22,0,3,6,13,114,30,75,9,Non-New York City
Onondaga,SUNY Police - Environmental Science,2016,12,20,0,0,0,0,0,20,1,19,0,Non-New York City
Onondaga,SUNY Police - Upstate Medical,2016,12,82,2,0,0,1,1,80,1,78,1,Non-New York City
Onondaga,Syracuse City PD,2016,12,5714,1063,30,68,329,636,4651,1021,3290,340,Non-New York City
Ontario,Canandaigua City PD,2016,12,265,50,0,19,6,25,215,30,179,6,Non-New York City
Ontario,County Total,2016,,1866,164,1,78,18,67,1702,303,1365,34,Non-New York City
Ontario,Geneva City PD,2016,12,314,24,1,9,5,9,290,77,212,1,Non-New York City
Ontario,Ontario County Sheriff,2016,12,965,61,0,28,7,26,904,157,730,17,Non-New York City
Ontario,Ontario County State Police,2016,12,322,29,0,22,0,7,293,39,244,10,Non-New York City
Orange,Blooming Grove Town PD,2016,12,120,3,0,0,0,3,117,29,80,8,Non-New York City
Orange,Chester Town PD,2016,12,19,5,0,0,0,5,14,3,10,1,Non-New York City
Orange,Chester Vg PD,2016,12,87,1,0,1,0,0,86,4,79,3,Non-New York City
Orange,Cornwall Town PD,2016,12,33,4,0,1,0,3,29,3,25,1,Non-New York City
Orange,Cornwall-on-Hudson Vg PD,2016,12,24,1,0,0,0,1,23,1,22,0,Non-New York City
Orange,County Total,2016,,7312,904,11,132,234,527,6408,773,5438,197,Non-New York City
Orange,Crawford Town PD,2016,12,73,7,0,1,3,3,66,9,55,2,Non-New York City
Orange,Deerpark Town PD,2016,12,81,6,0,0,2,4,75,20,52,3,Non-New York City
Orange,Florida Vg PD,2016,12,13,0,0,0,0,0,13,5,8,0,Non-New York City
Orange,Goshen Town PD,2016,12,74,4,0,1,0,3,70,9,55,6,Non-New York City
Orange,Goshen Vg PD,2016,12,77,1,0,0,0,1,76,8,67,1,Non-New York City
Orange,Greenwood Lake Vg PD,2016,12,27,4,0,0,0,4,23,6,12,5,Non-New York City
Orange,Harriman Vg PD,2016,12,32,2,0,0,0,2,30,6,24,0,Non-New York City
Orange,Highland Falls Vg PD,2016,10,24,0,0,0,0,0,24,1,22,1,Non-New York City
Orange,Highlands Town PD,2016,12,11,1,0,0,0,1,10,0,10,0,Non-New York City
Orange,Maybrook Vg PD,2016,12,14,0,0,0,0,0,14,1,12,1,Non-New York City
Orange,Middletown City PD,2016,12,787,122,1,9,43,69,665,105,539,21,Non-New York City
Orange,Monroe Vg PD,2016,12,169,5,0,0,3,2,164,17,144,3,Non-New York City
Orange,Montgomery Town PD,2016,12,62,10,0,0,0,10,52,8,44,0,Non-New York City
Orange,Montgomery Vg PD,2016,12,21,1,0,0,0,1,20,1,17,2,Non-New York City
Orange,Mount Hope Town PD,2016,12,17,1,0,1,0,0,16,3,11,2,Non-New York City
Orange,New Windsor Town PD,2016,12,415,26,1,1,1,23,389,45,337,7,Non-New York City
Orange,Newburgh City PD,2016,12,1288,403,6,22,125,250,885,206,626,53,Non-New York City
Orange,Newburgh Town PD,2016,12,1219,36,0,1,16,19,1183,68,1103,12,Non-New York City
